order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,sls_price
SO68588,112,319,2013-10-17,2013-10-24,2013-10-29,2.0,1,2.0
SO68589,115,200,2013-10-17,2013-10-24,2013-10-29,35.0,1,35.0
SO68589,120,200,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68589,107,200,2013-10-17,2013-10-24,2013-10-29,22.0,1,22.0
SO68589,200,200,2013-10-17,2013-10-24,2013-10-29,64.0,1,64.0
SO68590,115,722,2013-10-17,2013-10-24,2013-10-29,35.0,1,35.0
SO68590,120,722,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68590,112,722,2013-10-17,2013-10-24,2013-10-29,2.0,1,2.0
SO68591,107,2185,2013-10-17,2013-10-24,2013-10-29,22.0,1,22.0
SO68591,101,2185,2013-10-17,2013-10-24,2013-10-29,10.0,1,10.0
SO68591,103,2185,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68591,201,2185,2013-10-17,2013-10-24,2013-10-29,64.0,1,64.0
SO68592,102,376,2013-10-17,2013-10-24,2013-10-29,9.0,1,9.0
SO68592,103,376,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68593,107,2333,2013-10-17,2013-10-24,2013-10-29,22.0,1,22.0
SO68593,108,2333,2013-10-17,2013-10-24,2013-10-29,35.0,1,35.0
SO68594,131,2723,2013-10-17,2013-10-24,2013-10-29,565.0,1,565.0
SO68594,101,2723,2013-10-17,2013-10-24,2013-10-29,10.0,1,10.0
SO68594,103,2723,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68594,111,2723,2013-10-17,2013-10-24,2013-10-29,55.0,1,55.0
SO68594,184,2723,2013-10-17,2013-10-24,2013-10-29,24.0,1,24.0
SO68595,137,5894,2013-10-17,2013-10-24,2013-10-29,2295.0,1,2295.0
SO68595,107,5894,2013-10-17,2013-10-24,2013-10-29,22.0,1,22.0
SO68595,199,5894,2013-10-17,2013-10-24,2013-10-29,9.0,1,9.0
SO68596,140,2020,2013-10-17,2013-10-24,2013-10-29,2320.0,1,2320.0
SO68596,107,2020,2013-10-17,2013-10-24,2013-10-29,22.0,1,22.0
SO68596,101,2020,2013-10-17,2013-10-24,2013-10-29,10.0,1,10.0
SO68596,103,2020,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68596,110,2020,2013-10-17,2013-10-24,2013-10-29,35.0,1,35.0
SO68597,139,5860,2013-10-17,2013-10-24,2013-10-29,2295.0,1,2295.0
SO68597,107,5860,2013-10-17,2013-10-24,2013-10-29,22.0,1,22.0
SO68597,202,5860,2013-10-17,2013-10-24,2013-10-29,64.0,1,64.0
SO68598,141,5115,2013-10-17,2013-10-24,2013-10-29,2320.0,1,2320.0
SO68599,138,5147,2013-10-17,2013-10-24,2013-10-29,2295.0,1,2295.0
SO68599,109,5147,2013-10-17,2013-10-24,2013-10-29,35.0,1,35.0
SO68600,167,17707,2013-10-17,2013-10-24,2013-10-29,742.0,1,742.0
SO68600,119,17707,2013-10-17,2013-10-24,2013-10-29,29.0,1,29.0
SO68600,112,17707,2013-10-17,2013-10-24,2013-10-29,2.0,1,2.0
SO68601,164,16167,2013-10-17,2013-10-24,2013-10-29,742.0,1,742.0
SO68601,110,16167,2013-10-17,2013-10-24,2013-10-29,35.0,1,35.0
SO68601,189,16167,2013-10-17,2013-10-24,2013-10-29,50.0,1,50.0
SO68602,167,16769,2013-10-17,2013-10-24,2013-10-29,742.0,1,742.0
SO68603,172,1874,2013-10-17,2013-10-24,2013-10-29,1215.0,1,1215.0
SO68603,110,1874,2013-10-17,2013-10-24,2013-10-29,35.0,1,35.0
SO68604,171,14640,2013-10-17,2013-10-24,2013-10-29,1215.0,1,1215.0
SO68604,103,14640,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68604,102,14640,2013-10-17,2013-10-24,2013-10-29,9.0,1,9.0
SO68605,141,4227,2013-10-17,2013-10-24,2013-10-29,2320.0,1,2320.0
SO68606,155,10977,2013-10-17,2013-10-24,2013-10-29,1701.0,1,1701.0
SO68606,192,10977,2013-10-17,2013-10-24,2013-10-29,54.0,1,54.0
SO68607,128,1582,2013-10-17,2013-10-24,2013-10-29,565.0,1,565.0
SO68607,101,1582,2013-10-17,2013-10-24,2013-10-29,10.0,1,10.0
SO68608,132,5346,2013-10-17,2013-10-24,2013-10-29,565.0,1,565.0
SO68608,120,5346,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68608,113,5346,2013-10-17,2013-10-24,2013-10-29,25.0,1,25.0
SO68609,166,43,2013-10-17,2013-10-24,2013-10-29,742.0,1,742.0
SO68609,187,43,2013-10-17,2013-10-24,2013-10-29,50.0,1,50.0
SO68610,175,13795,2013-10-17,2013-10-24,2013-10-29,2384.0,1,2384.0
SO68610,102,13795,2013-10-17,2013-10-24,2013-10-29,9.0,1,9.0
SO68610,103,13795,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68610,187,13795,2013-10-17,2013-10-24,2013-10-29,50.0,1,50.0
SO68611,175,13796,2013-10-17,2013-10-24,2013-10-29,2384.0,1,2384.0
SO68611,103,13796,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68611,102,13796,2013-10-17,2013-10-24,2013-10-29,9.0,1,9.0
SO68611,111,13796,2013-10-17,2013-10-24,2013-10-29,55.0,1,55.0
SO68611,193,13796,2013-10-17,2013-10-24,2013-10-29,54.0,1,54.0
SO68612,144,10643,2013-10-17,2013-10-24,2013-10-29,540.0,1,540.0
SO68612,102,10643,2013-10-17,2013-10-24,2013-10-29,9.0,1,9.0
SO68613,146,12722,2013-10-17,2013-10-24,2013-10-29,540.0,1,540.0
SO68613,103,12722,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68613,102,12722,2013-10-17,2013-10-24,2013-10-29,9.0,1,9.0
SO68613,108,12722,2013-10-17,2013-10-24,2013-10-29,35.0,1,35.0
SO68614,148,10331,2013-10-17,2013-10-24,2013-10-29,1120.0,1,1120.0
SO68615,149,10427,2013-10-17,2013-10-24,2013-10-29,1120.0,1,1120.0
SO68615,121,10427,2013-10-17,2013-10-24,2013-10-29,4.0,1,4.0
SO68615,117,10427,2013-10-17,2013-10-24,2013-10-29,25.0,1,25.0
SO68616,154,10272,2013-10-17,2013-10-24,2013-10-29,1701.0,1,1701.0
SO68616,117,10272,2013-10-17,2013-10-24,2013-10-29,25.0,1,25.0
SO68616,112,10272,2013-10-17,2013-10-24,2013-10-29,2.0,1,2.0
SO68617,152,7559,2013-10-17,2013-10-24,2013-10-29,1701.0,1,1701.0
SO68617,187,7559,2013-10-17,2013-10-24,2013-10-29,50.0,1,50.0
SO68618,146,2823,2013-10-17,2013-10-24,2013-10-29,540.0,1,540.0
SO68618,109,2823,2013-10-17,2013-10-24,2013-10-29,35.0,1,35.0
SO68619,181,5832,2013-10-17,2013-10-24,2013-10-29,2384.0,1,2384.0
SO68619,102,5832,2013-10-17,2013-10-24,2013-10-29,9.0,1,9.0
SO68619,103,5832,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68619,110,5832,2013-10-17,2013-10-24,2013-10-29,35.0,1,35.0
SO68620,179,1133,2013-10-17,2013-10-24,2013-10-29,2384.0,1,2384.0
SO68620,102,1133,2013-10-17,2013-10-24,2013-10-29,9.0,1,9.0
SO68620,103,1133,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68621,176,1301,2013-10-17,2013-10-24,2013-10-29,2384.0,1,2384.0
SO68621,122,1301,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68621,119,1301,2013-10-17,2013-10-24,2013-10-29,29.0,1,29.0
SO68621,109,1301,2013-10-17,2013-10-24,2013-10-29,35.0,1,35.0
SO68622,155,14480,2013-10-17,2013-10-24,2013-10-29,1701.0,1,1701.0
SO68622,102,14480,2013-10-17,2013-10-24,2013-10-29,9.0,1,9.0
SO68622,103,14480,2013-10-17,2013-10-24,2013-10-29,5.0,1,5.0
SO68622,110,14480,2013-10-17,2013-10-24,2013-10-29,35.0,1,35.0
SO68622,187,14480,2013-10-17,2013-10-24,2013-10-29,50.0,1,50.0
SO68623,152,7012,2013-10-17,2013-10-24,2013-10-29,1701.0,1,1701.0
SO68623,121,7012,2013-10-17,2013-10-24,2013-10-29,4.0,1,4.0
SO68623,117,7012,2013-10-17,2013-10-24,2013-10-29,25.0,1,25.0
SO68623,112,7012,2013-10-17,2013-10-24,2013-10-29,2.0,1,2.0
SO68623,105,7012,2013-10-17,2013-10-24,2013-10-29,159.0,1,159.0
SO68624,102,254,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68624,103,254,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68624,108,254,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68625,121,4584,2013-10-18,2013-10-25,2013-10-30,4.0,1,4.0
SO68625,117,4584,2013-10-18,2013-10-25,2013-10-30,25.0,1,25.0
SO68625,112,4584,2013-10-18,2013-10-25,2013-10-30,2.0,1,2.0
SO68626,114,7265,2013-10-18,2013-10-25,2013-10-30,30.0,1,30.0
SO68626,120,7265,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68627,116,14140,2013-10-18,2013-10-25,2013-10-30,21.0,1,21.0
SO68627,121,14140,2013-10-18,2013-10-25,2013-10-30,4.0,1,4.0
SO68627,110,14140,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68628,142,6986,2013-10-18,2013-10-25,2013-10-30,2320.0,1,2320.0
SO68629,133,3556,2013-10-18,2013-10-25,2013-10-30,769.0,1,769.0
SO68629,120,3556,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68629,114,3556,2013-10-18,2013-10-25,2013-10-30,30.0,1,30.0
SO68629,109,3556,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68630,124,4464,2013-10-18,2013-10-25,2013-10-30,540.0,1,540.0
SO68630,107,4464,2013-10-18,2013-10-25,2013-10-30,22.0,1,22.0
SO68630,101,4464,2013-10-18,2013-10-25,2013-10-30,10.0,1,10.0
SO68630,103,4464,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68630,109,4464,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68630,183,4464,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68631,129,4660,2013-10-18,2013-10-25,2013-10-30,565.0,1,565.0
SO68631,101,4660,2013-10-18,2013-10-25,2013-10-30,10.0,1,10.0
SO68631,103,4660,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68631,184,4660,2013-10-18,2013-10-25,2013-10-30,24.0,1,24.0
SO68632,155,11435,2013-10-18,2013-10-25,2013-10-30,1701.0,1,1701.0
SO68632,109,11435,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68633,155,14322,2013-10-18,2013-10-25,2013-10-30,1701.0,1,1701.0
SO68633,110,14322,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68634,155,6981,2013-10-18,2013-10-25,2013-10-30,1701.0,1,1701.0
SO68634,187,6981,2013-10-18,2013-10-25,2013-10-30,50.0,1,50.0
SO68635,121,187,2013-10-18,2013-10-25,2013-10-30,4.0,1,4.0
SO68636,112,208,2013-10-18,2013-10-25,2013-10-30,2.0,1,2.0
SO68637,116,224,2013-10-18,2013-10-25,2013-10-30,21.0,1,21.0
SO68637,121,224,2013-10-18,2013-10-25,2013-10-30,4.0,1,4.0
SO68637,112,224,2013-10-18,2013-10-25,2013-10-30,2.0,1,2.0
SO68638,116,652,2013-10-18,2013-10-25,2013-10-30,21.0,1,21.0
SO68639,120,15377,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68639,113,15377,2013-10-18,2013-10-25,2013-10-30,25.0,1,25.0
SO68639,107,15377,2013-10-18,2013-10-25,2013-10-30,22.0,1,22.0
SO68639,101,15377,2013-10-18,2013-10-25,2013-10-30,10.0,1,10.0
SO68639,103,15377,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68639,111,15377,2013-10-18,2013-10-25,2013-10-30,55.0,1,55.0
SO68640,119,16580,2013-10-18,2013-10-25,2013-10-30,29.0,1,29.0
SO68640,122,16580,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68640,109,16580,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68641,113,15524,2013-10-18,2013-10-25,2013-10-30,25.0,1,25.0
SO68641,184,15524,2013-10-18,2013-10-25,2013-10-30,24.0,1,24.0
SO68642,118,14171,2013-10-18,2013-10-25,2013-10-30,33.0,1,33.0
SO68643,114,11751,2013-10-18,2013-10-25,2013-10-30,30.0,1,30.0
SO68644,120,1148,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68644,114,1148,2013-10-18,2013-10-25,2013-10-30,30.0,1,30.0
SO68644,112,1148,2013-10-18,2013-10-25,2013-10-30,2.0,1,2.0
SO68645,101,10779,2013-10-18,2013-10-25,2013-10-30,10.0,1,10.0
SO68645,103,10779,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68646,101,132,2013-10-18,2013-10-25,2013-10-30,10.0,1,10.0
SO68646,183,132,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68646,103,132,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68647,196,7939,2013-10-18,2013-10-25,2013-10-30,70.0,1,70.0
SO68648,103,13976,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68648,111,13976,2013-10-18,2013-10-25,2013-10-30,55.0,1,55.0
SO68648,106,13976,2013-10-18,2013-10-25,2013-10-30,8.0,1,8.0
SO68649,107,2452,2013-10-18,2013-10-25,2013-10-30,22.0,1,22.0
SO68650,121,2789,2013-10-18,2013-10-25,2013-10-30,4.0,1,4.0
SO68650,118,2789,2013-10-18,2013-10-25,2013-10-30,33.0,1,33.0
SO68650,112,2789,2013-10-18,2013-10-25,2013-10-30,2.0,1,2.0
SO68650,106,2789,2013-10-18,2013-10-25,2013-10-30,8.0,1,8.0
SO68650,104,2789,2013-10-18,2013-10-25,2013-10-30,120.0,1,120.0
SO68651,114,10138,2013-10-18,2013-10-25,2013-10-30,30.0,1,30.0
SO68651,120,10138,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68651,112,10138,2013-10-18,2013-10-25,2013-10-30,2.0,1,2.0
SO68652,121,16169,2013-10-18,2013-10-25,2013-10-30,4.0,1,4.0
SO68652,200,16169,2013-10-18,2013-10-25,2013-10-30,64.0,1,64.0
SO68653,119,16311,2013-10-18,2013-10-25,2013-10-30,29.0,1,29.0
SO68653,122,16311,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68653,110,16311,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68654,115,1881,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68655,107,1910,2013-10-18,2013-10-25,2013-10-30,22.0,1,22.0
SO68655,189,1910,2013-10-18,2013-10-25,2013-10-30,50.0,1,50.0
SO68656,188,1555,2013-10-18,2013-10-25,2013-10-30,50.0,1,50.0
SO68656,183,1555,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68657,134,3897,2013-10-18,2013-10-25,2013-10-30,769.0,1,769.0
SO68657,197,3897,2013-10-18,2013-10-25,2013-10-30,70.0,1,70.0
SO68657,190,3897,2013-10-18,2013-10-25,2013-10-30,50.0,1,50.0
SO68658,133,3914,2013-10-18,2013-10-25,2013-10-30,769.0,1,769.0
SO68658,101,3914,2013-10-18,2013-10-25,2013-10-30,10.0,1,10.0
SO68658,103,3914,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68658,187,3914,2013-10-18,2013-10-25,2013-10-30,50.0,1,50.0
SO68659,137,7237,2013-10-18,2013-10-25,2013-10-30,2295.0,1,2295.0
SO68659,104,7237,2013-10-18,2013-10-25,2013-10-30,120.0,1,120.0
SO68660,139,252,2013-10-18,2013-10-25,2013-10-30,2295.0,1,2295.0
SO68660,101,252,2013-10-18,2013-10-25,2013-10-30,10.0,1,10.0
SO68660,103,252,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68660,183,252,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68661,137,2039,2013-10-18,2013-10-25,2013-10-30,2295.0,1,2295.0
SO68662,137,4184,2013-10-18,2013-10-25,2013-10-30,2295.0,1,2295.0
SO68662,112,4184,2013-10-18,2013-10-25,2013-10-30,2.0,1,2.0
SO68663,150,15141,2013-10-18,2013-10-25,2013-10-30,1120.0,1,1120.0
SO68663,103,15141,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68663,102,15141,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68664,148,6925,2013-10-18,2013-10-25,2013-10-30,1120.0,1,1120.0
SO68664,109,6925,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68665,153,13284,2013-10-18,2013-10-25,2013-10-30,1701.0,1,1701.0
SO68665,117,13284,2013-10-18,2013-10-25,2013-10-30,25.0,1,25.0
SO68665,121,13284,2013-10-18,2013-10-25,2013-10-30,4.0,1,4.0
SO68665,108,13284,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68666,143,14561,2013-10-18,2013-10-25,2013-10-30,540.0,1,540.0
SO68666,102,14561,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68666,103,14561,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68666,110,14561,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68667,159,10892,2013-10-18,2013-10-25,2013-10-30,2443.0,1,2443.0
SO68667,108,10892,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68668,167,14345,2013-10-18,2013-10-25,2013-10-30,742.0,1,742.0
SO68668,109,14345,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68668,185,14345,2013-10-18,2013-10-25,2013-10-30,24.0,1,24.0
SO68669,182,4364,2013-10-18,2013-10-25,2013-10-30,2384.0,1,2384.0
SO68670,144,12463,2013-10-18,2013-10-25,2013-10-30,540.0,1,540.0
SO68670,121,12463,2013-10-18,2013-10-25,2013-10-30,4.0,1,4.0
SO68670,116,12463,2013-10-18,2013-10-25,2013-10-30,21.0,1,21.0
SO68670,112,12463,2013-10-18,2013-10-25,2013-10-30,2.0,1,2.0
SO68671,144,12472,2013-10-18,2013-10-25,2013-10-30,540.0,1,540.0
SO68671,116,12472,2013-10-18,2013-10-25,2013-10-30,21.0,1,21.0
SO68671,121,12472,2013-10-18,2013-10-25,2013-10-30,4.0,1,4.0
SO68671,108,12472,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68672,145,12719,2013-10-18,2013-10-25,2013-10-30,540.0,1,540.0
SO68672,121,12719,2013-10-18,2013-10-25,2013-10-30,4.0,1,4.0
SO68672,116,12719,2013-10-18,2013-10-25,2013-10-30,21.0,1,21.0
SO68672,112,12719,2013-10-18,2013-10-25,2013-10-30,2.0,1,2.0
SO68673,148,13706,2013-10-18,2013-10-25,2013-10-30,1120.0,1,1120.0
SO68673,110,13706,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68674,145,16895,2013-10-18,2013-10-25,2013-10-30,540.0,1,540.0
SO68674,198,16895,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68675,144,12444,2013-10-18,2013-10-25,2013-10-30,540.0,1,540.0
SO68675,116,12444,2013-10-18,2013-10-25,2013-10-30,21.0,1,21.0
SO68675,112,12444,2013-10-18,2013-10-25,2013-10-30,2.0,1,2.0
SO68675,105,12444,2013-10-18,2013-10-25,2013-10-30,159.0,1,159.0
SO68676,178,5204,2013-10-18,2013-10-25,2013-10-30,2384.0,1,2384.0
SO68676,102,5204,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68676,103,5204,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68676,183,5204,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68676,193,5204,2013-10-18,2013-10-25,2013-10-30,54.0,1,54.0
SO68677,170,3326,2013-10-18,2013-10-25,2013-10-30,742.0,1,742.0
SO68677,102,3326,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68677,103,3326,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68677,189,3326,2013-10-18,2013-10-25,2013-10-30,50.0,1,50.0
SO68678,172,2109,2013-10-18,2013-10-25,2013-10-30,1215.0,1,1215.0
SO68678,109,2109,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68678,186,2109,2013-10-18,2013-10-25,2013-10-30,24.0,1,24.0
SO68679,182,1706,2013-10-18,2013-10-25,2013-10-30,2384.0,1,2384.0
SO68679,110,1706,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68679,199,1706,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68680,179,1707,2013-10-18,2013-10-25,2013-10-30,2384.0,1,2384.0
SO68680,102,1707,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68680,103,1707,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68680,187,1707,2013-10-18,2013-10-25,2013-10-30,50.0,1,50.0
SO68681,175,2013,2013-10-18,2013-10-25,2013-10-30,2384.0,1,2384.0
SO68681,102,2013,2013-10-18,2013-10-25,2013-10-30,9.0,1,9.0
SO68681,103,2013,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68681,194,2013,2013-10-18,2013-10-25,2013-10-30,54.0,1,54.0
SO68682,175,2076,2013-10-18,2013-10-25,2013-10-30,2384.0,1,2384.0
SO68682,119,2076,2013-10-18,2013-10-25,2013-10-30,29.0,1,29.0
SO68682,122,2076,2013-10-18,2013-10-25,2013-10-30,5.0,1,5.0
SO68682,108,2076,2013-10-18,2013-10-25,2013-10-30,35.0,1,35.0
SO68682,186,2076,2013-10-18,2013-10-25,2013-10-30,24.0,1,24.0
SO68683,136,6260,2013-10-19,2013-10-26,2013-10-31,769.0,1,769.0
SO68683,107,6260,2013-10-19,2013-10-26,2013-10-31,22.0,1,22.0
SO68683,109,6260,2013-10-19,2013-10-26,2013-10-31,35.0,1,35.0
SO68684,113,3210,2013-10-19,2013-10-26,2013-10-31,25.0,1,25.0
SO68684,120,3210,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68685,116,13454,2013-10-19,2013-10-26,2013-10-31,21.0,1,21.0
SO68685,121,13454,2013-10-19,2013-10-26,2013-10-31,4.0,1,4.0
SO68685,109,13454,2013-10-19,2013-10-26,2013-10-31,35.0,1,35.0
SO68686,195,2159,2013-10-19,2013-10-26,2013-10-31,70.0,1,70.0
SO68686,183,2159,2013-10-19,2013-10-26,2013-10-31,9.0,1,9.0
SO68687,137,2795,2013-10-19,2013-10-26,2013-10-31,2295.0,1,2295.0
SO68687,115,2795,2013-10-19,2013-10-26,2013-10-31,35.0,1,35.0
SO68687,120,2795,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68687,109,2795,2013-10-19,2013-10-26,2013-10-31,35.0,1,35.0
SO68688,127,7626,2013-10-19,2013-10-26,2013-10-31,540.0,1,540.0
SO68688,113,7626,2013-10-19,2013-10-26,2013-10-31,25.0,1,25.0
SO68688,120,7626,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68688,112,7626,2013-10-19,2013-10-26,2013-10-31,2.0,1,2.0
SO68689,112,639,2013-10-19,2013-10-26,2013-10-31,2.0,1,2.0
SO68690,121,18258,2013-10-19,2013-10-26,2013-10-31,4.0,1,4.0
SO68690,112,18258,2013-10-19,2013-10-26,2013-10-31,2.0,1,2.0
SO68690,105,18258,2013-10-19,2013-10-26,2013-10-31,159.0,1,159.0
SO68691,113,3078,2013-10-19,2013-10-26,2013-10-31,25.0,1,25.0
SO68691,186,3078,2013-10-19,2013-10-26,2013-10-31,24.0,1,24.0
SO68692,122,16989,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68692,112,16989,2013-10-19,2013-10-26,2013-10-31,2.0,1,2.0
SO68693,122,17253,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68694,121,16923,2013-10-19,2013-10-26,2013-10-31,4.0,1,4.0
SO68694,116,16923,2013-10-19,2013-10-26,2013-10-31,21.0,1,21.0
SO68694,110,16923,2013-10-19,2013-10-26,2013-10-31,35.0,1,35.0
SO68695,113,785,2013-10-19,2013-10-26,2013-10-31,25.0,1,25.0
SO68695,120,785,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68695,112,785,2013-10-19,2013-10-26,2013-10-31,2.0,1,2.0
SO68696,118,3364,2013-10-19,2013-10-26,2013-10-31,33.0,1,33.0
SO68696,121,3364,2013-10-19,2013-10-26,2013-10-31,4.0,1,4.0
SO68696,112,3364,2013-10-19,2013-10-26,2013-10-31,2.0,1,2.0
SO68697,114,12336,2013-10-19,2013-10-26,2013-10-31,30.0,1,30.0
SO68697,112,12336,2013-10-19,2013-10-26,2013-10-31,2.0,1,2.0
SO68698,118,12742,2013-10-19,2013-10-26,2013-10-31,33.0,1,33.0
SO68699,101,10688,2013-10-19,2013-10-26,2013-10-31,10.0,1,10.0
SO68699,103,10688,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68699,183,10688,2013-10-19,2013-10-26,2013-10-31,9.0,1,9.0
SO68700,195,1937,2013-10-19,2013-10-26,2013-10-31,70.0,1,70.0
SO68700,193,1937,2013-10-19,2013-10-26,2013-10-31,54.0,1,54.0
SO68701,103,11351,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68701,101,11351,2013-10-19,2013-10-26,2013-10-31,10.0,1,10.0
SO68702,103,9099,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68702,202,9099,2013-10-19,2013-10-26,2013-10-31,64.0,1,64.0
SO68703,103,7120,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68703,183,7120,2013-10-19,2013-10-26,2013-10-31,9.0,1,9.0
SO68704,103,6680,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68704,108,6680,2013-10-19,2013-10-26,2013-10-31,35.0,1,35.0
SO68705,196,3505,2013-10-19,2013-10-26,2013-10-31,70.0,1,70.0
SO68706,103,6383,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68706,186,6383,2013-10-19,2013-10-26,2013-10-31,24.0,1,24.0
SO68707,120,4402,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68707,109,4402,2013-10-19,2013-10-26,2013-10-31,35.0,1,35.0
SO68708,103,5720,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68708,108,5720,2013-10-19,2013-10-26,2013-10-31,35.0,1,35.0
SO68709,116,14665,2013-10-19,2013-10-26,2013-10-31,21.0,1,21.0
SO68709,121,14665,2013-10-19,2013-10-26,2013-10-31,4.0,1,4.0
SO68709,112,14665,2013-10-19,2013-10-26,2013-10-31,2.0,1,2.0
SO68710,122,13126,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68710,183,13126,2013-10-19,2013-10-26,2013-10-31,9.0,1,9.0
SO68711,122,567,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68711,108,567,2013-10-19,2013-10-26,2013-10-31,35.0,1,35.0
SO68711,183,567,2013-10-19,2013-10-26,2013-10-31,9.0,1,9.0
SO68712,120,639,2013-10-19,2013-10-26,2013-10-31,5.0,1,5.0
SO68712,115,639,2013-10-19,2013-10-26,2013-10-31,35.0,1,35.0
SO68712,109,639,2013-10-19,2013-10-26,2013-10-31,35.0,1,35.0
